Rk,Player,PlayerID,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
349,Derrick Rose,rosede01,PG,28,NYK,21,21,31.9,6.6,14.7,.450,0.4,1.5,.250,6.2,13.2,.473,.463,3.0,3.6,.842,1.3,2.8,4.1,4.8,0.8,0.4,2.6,1.7,16.7
350,Terrence Ross,rosste01,SF,25,TOR,21,0,20.0,3.9,7.8,.494,1.8,4.0,.440,2.1,3.8,.550,.607,1.0,1.1,.957,0.3,1.6,1.9,0.7,1.0,0.3,0.5,1.5,10.5
351,Terry Rozier,roziete01,PG,22,BOS,22,0,18.5,2.3,5.6,.403,0.8,2.4,.346,1.5,3.3,.444,.476,0.9,1.2,.731,0.5,3.0,3.5,1.9,0.8,0.1,0.6,1.0,6.2
352,Ricky Rubio,rubiori01,PG,26,MIN,17,17,30.5,1.9,5.5,.340,0.6,2.4,.244,1.3,3.1,.415,.394,2.1,2.6,.778,1.1,2.7,3.8,6.5,1.4,0.1,1.9,2.8,6.4
353,Damjan Rudez,rudezda01,SF,30,ORL,12,0,8.5,0.5,1.6,.316,0.4,1.3,.313,0.1,0.3,.333,.447,0.0,0.0,,0.3,0.7,0.9,0.2,0.4,0.0,0.4,0.6,1.4
354,Brandon Rush,rushbr01,SG,31,MIN,9,0,10.7,0.6,2.4,.227,0.3,1.4,.231,0.2,1.0,.222,.295,0.1,0.2,.500,0.0,1.0,1.0,0.7,0.2,0.2,0.4,0.4,1.6
355,D'Angelo Russell,russeda01,PG,20,LAL,13,13,26.8,5.7,13.8,.413,2.5,6.6,.372,3.2,7.2,.452,.503,2.2,2.9,.763,0.5,2.8,3.4,4.8,1.3,0.3,3.1,2.3,16.1
356,Domantas Sabonis,sabondo01,PF,20,OKC,22,22,21.7,2.8,6.0,.462,1.0,2.4,.434,1.7,3.6,.481,.549,0.0,0.1,.500,0.4,2.7,3.1,1.5,0.7,0.4,1.1,2.9,6.6
357,Dario Saric,saricda01,PF,22,PHI,23,10,24.8,3.8,9.5,.397,1.4,3.7,.393,2.3,5.9,.400,.473,1.2,1.6,.730,1.0,5.0,6.0,1.7,0.5,0.3,2.0,2.0,10.2
358,Tomas Satoransky,satorto01,SG,25,WAS,18,2,16.6,1.6,3.9,.400,0.1,0.9,.118,1.4,2.9,.491,.414,0.6,0.9,.647,0.4,1.3,1.8,2.4,0.6,0.0,0.9,1.7,3.8
359,Dennis Schroder,schrode01,PG,23,ATL,23,23,29.6,6.1,14.0,.436,1.2,3.7,.333,4.9,10.3,.473,.480,2.3,2.9,.788,0.5,2.7,3.1,6.1,0.8,0.2,3.0,1.3,15.7
360,Luis Scola,scolalu01,PF,36,BRK,18,0,13.4,1.9,4.0,.486,0.3,1.3,.208,1.7,2.7,.625,.521,0.7,1.2,.591,1.5,2.5,4.0,0.9,0.5,0.2,1.1,1.8,4.9
361,Mike Scott,scottmi01,PF,28,ATL,3,0,9.3,0.3,3.0,.111,0.0,1.7,.000,0.3,1.3,.250,.111,0.0,0.0,,0.3,2.3,2.7,2.0,0.0,0.0,0.7,0.3,0.7
362,Thabo Sefolosha,sefolth01,SF,32,ATL,20,5,24.9,3.1,6.4,.488,0.5,1.6,.281,2.7,4.8,.558,.524,0.7,1.1,.636,1.0,3.6,4.6,1.9,2.1,0.3,1.0,1.3,7.4
363,Kevin Seraphin,serapke01,PF,27,IND,12,0,10.1,2.0,4.1,.490,0.0,0.0,,2.0,4.1,.490,.490,0.2,0.3,.500,1.5,2.2,3.7,0.7,0.3,0.4,0.6,1.1,4.2
364,Ramon Sessions,sessira01,PG,30,CHO,22,0,16.5,1.8,4.8,.371,0.2,1.1,.200,1.5,3.6,.425,.395,1.9,2.7,.712,0.2,1.0,1.2,3.1,0.6,0.1,0.9,1.0,5.7
365,Iman Shumpert,shumpim01,SG,26,CLE,19,1,21.7,2.2,4.6,.483,1.2,2.6,.449,1.1,2.0,.526,.609,1.1,1.2,.870,0.6,1.9,2.5,1.8,1.0,0.3,1.4,2.3,6.6
366,Pascal Siakam,siakapa01,PF,22,TOR,22,22,19.3,2.8,4.8,.575,0.0,0.1,.000,2.8,4.7,.587,.575,0.5,0.7,.750,1.3,2.4,3.7,0.4,0.6,0.6,0.7,2.3,6.1
367,Jonathon Simmons,simmojo02,SG,27,SAS,23,1,18.8,2.0,4.9,.407,0.2,1.1,.200,1.8,3.8,.466,.429,1.3,1.8,.738,0.3,1.9,2.2,1.9,0.9,0.4,0.9,1.7,5.6
368,Kyle Singler,singlky01,SF,28,OKC,10,0,12.0,0.8,2.8,.286,0.2,1.6,.125,0.6,1.2,.500,.321,0.3,0.4,.750,0.1,1.4,1.5,0.1,0.1,0.2,0.5,1.2,2.1
369,Marcus Smart,smartma01,PG,22,BOS,19,6,30.1,3.6,9.7,.368,1.3,4.7,.281,2.3,5.1,.448,.435,1.4,2.2,.643,0.9,3.1,4.0,3.9,1.2,0.4,1.8,2.4,9.9
370,Ish Smith,smithis01,PG,28,DET,24,21,29.1,4.4,10.5,.415,0.3,1.2,.241,4.1,9.3,.438,.429,1.2,1.6,.763,0.3,2.8,3.0,6.2,0.9,0.4,1.4,1.8,10.3
371,J.R. Smith,smithjr01,SG,31,CLE,16,16,29.3,2.6,8.3,.311,2.3,6.9,.327,0.3,1.4,.227,.447,0.4,0.4,1.000,0.4,1.8,2.1,1.3,1.5,0.5,0.8,2.5,7.8
372,Jason Smith,smithja02,C,30,WAS,20,0,11.3,1.3,3.1,.419,0.1,0.1,.500,1.3,3.0,.417,.427,0.1,0.1,1.000,0.6,1.7,2.3,0.3,0.2,0.4,0.9,2.2,2.8
373,Tony Snell,snellto01,SF,25,MIL,19,19,29.3,3.3,8.0,.408,1.6,5.6,.290,1.6,2.4,.689,.510,0.7,0.9,.778,0.6,3.4,3.9,1.0,0.4,0.1,0.7,1.7,8.9
374,Marreese Speights,speigma01,C,29,LAC,23,0,15.5,2.9,6.9,.424,0.9,2.9,.299,2.0,4.0,.516,.487,2.0,2.4,.818,1.3,3.5,4.8,0.7,0.3,0.5,0.6,2.8,8.7
375,Nik Stauskas,stausni01,SG,23,PHI,23,3,26.5,3.3,7.3,.458,1.7,4.3,.390,1.7,3.0,.559,.574,1.4,1.9,.727,0.3,2.4,2.7,1.9,0.4,0.5,1.6,1.6,9.8
376,Lance Stephenson,stephla01,SG,26,NOP,6,0,27.0,4.3,9.2,.473,0.2,1.7,.100,4.2,7.5,.556,.482,0.8,1.3,.625,0.5,2.5,3.0,4.8,0.3,0.2,1.8,3.0,9.7
377,Jarnell Stokes,stokeja01,PF,23,DEN,2,0,3.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.5,1.0,.500,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.5,1.5
378,Diamond Stone,stonedi01,C,19,LAC,3,0,4.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.7,0.7,1.000,0.3,0.7,1.0,0.0,0.0,0.3,0.3,1.3,2.0
379,Rodney Stuckey,stuckro01,PG,30,IND,12,0,20.1,3.3,7.1,.471,0.4,1.5,.278,2.9,5.6,.522,.500,2.3,3.4,.683,0.3,2.2,2.4,1.5,0.6,0.0,1.7,1.4,9.4
380,Walter Tavares,tavarwa01,C,24,ATL,1,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,2.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
381,Jeff Teague,teaguje01,PG,28,IND,22,22,31.6,5.0,12.1,.417,0.9,3.1,.275,4.2,9.0,.467,.453,4.4,5.1,.850,0.5,3.3,3.8,6.8,2.0,0.6,2.6,2.5,15.3
382,Mirza Teletovic,teletmi01,PF,31,MIL,18,1,16.2,2.4,6.1,.391,1.9,5.1,.385,0.4,1.1,.421,.550,0.4,0.7,.667,0.3,2.1,2.4,0.7,0.1,0.2,0.7,1.6,7.2
383,Garrett Temple,templga01,SG,30,SAC,21,0,21.6,2.1,4.8,.440,1.0,2.6,.407,1.0,2.2,.478,.550,0.6,0.8,.813,0.4,2.1,2.5,1.8,0.9,0.5,0.8,1.6,5.9
384,Jason Terry,terryja01,SG,39,MIL,15,0,17.3,0.9,3.1,.304,0.6,2.1,.290,0.3,1.0,.333,.402,0.3,0.3,.800,0.1,1.1,1.1,1.1,0.4,0.3,0.4,1.1,2.7
385,Isaiah Thomas,thomais02,PG,27,BOS,21,21,33.3,8.0,18.8,.425,2.2,6.6,.331,5.8,12.2,.477,.484,7.8,8.8,.886,0.5,2.1,2.6,6.2,0.9,0.1,2.2,2.3,26.0
386,Lance Thomas,thomala01,PF,28,NYK,12,0,16.3,2.0,4.8,.414,0.7,1.5,.444,1.3,3.3,.400,.483,0.3,0.3,.750,0.3,2.0,2.3,0.3,0.4,0.1,0.7,1.4,4.9
387,Hollis Thompson,thompho01,SG,25,PHI,23,1,19.0,2.3,5.6,.419,1.0,2.5,.379,1.4,3.1,.451,.504,0.5,0.8,.667,0.6,2.3,2.8,0.9,0.6,0.2,0.3,2.0,6.2
388,Klay Thompson,thompkl01,SG,26,GSW,23,23,33.7,8.3,17.4,.476,3.0,7.9,.387,5.3,9.6,.550,.564,2.4,2.7,.887,0.6,3.0,3.6,2.1,0.7,0.3,2.0,2.1,22.0
389,Tristan Thompson,thomptr01,C,25,CLE,20,20,29.3,2.7,4.5,.596,0.0,0.1,.000,2.7,4.4,.602,.596,1.2,2.7,.453,3.4,7.0,10.3,1.0,0.5,1.5,0.5,2.2,6.5
390,Marcus Thornton,thornma01,SG,29,WAS,20,1,19.1,2.8,7.4,.378,1.0,2.9,.333,1.9,4.6,.407,.443,1.0,1.1,.905,0.9,1.7,2.6,1.3,0.8,0.1,0.8,1.4,7.5
391,Anthony Tolliver,tollian01,PF,31,SAC,9,0,11.0,0.8,2.1,.368,0.3,1.6,.214,0.4,0.6,.800,.447,0.6,0.6,1.000,0.7,1.1,1.8,0.7,0.1,0.0,0.4,1.0,2.4
392,Karl-Anthony Towns,townska01,C,21,MIN,22,22,34.9,8.3,17.5,.474,1.5,3.9,.372,6.9,13.6,.503,.516,3.7,4.7,.786,3.3,7.0,10.4,2.3,0.8,1.5,2.2,3.1,21.8
393,P.J. Tucker,tuckepj01,SF,31,PHO,22,6,24.3,1.9,5.1,.372,0.5,2.1,.261,1.4,3.0,.448,.425,1.4,1.9,.756,1.6,3.9,5.5,1.0,1.0,0.2,0.9,2.1,5.8
394,Evan Turner,turneev01,SG,28,POR,24,1,25.2,3.5,8.5,.417,0.5,1.7,.268,3.1,6.8,.454,.444,1.7,1.9,.889,0.6,3.6,4.2,3.0,0.7,0.3,1.2,1.7,9.2
395,Myles Turner,turnemy01,C,20,IND,21,21,28.4,5.5,10.3,.532,0.4,1.3,.321,5.0,9.0,.564,.553,3.2,4.1,.782,1.6,5.7,7.2,1.0,0.9,2.2,1.6,3.1,14.6
396,Beno Udrih,udrihbe01,PG,34,DET,21,0,17.5,2.9,6.3,.459,0.4,1.0,.364,2.5,5.3,.477,.489,0.9,1.0,.900,0.2,1.5,1.8,3.4,0.3,0.0,0.9,0.9,7.0
397,Tyler Ulis,ulisty01,PG,21,PHO,13,0,10.9,1.4,3.5,.400,0.1,0.4,.200,1.3,3.1,.425,.411,0.8,0.9,.833,0.2,0.5,0.7,1.8,1.2,0.1,0.8,1.0,3.6
398,Jonas Valanciunas,valanjo01,C,24,TOR,20,20,28.1,5.0,9.3,.538,0.0,0.0,,5.0,9.3,.538,.538,2.5,3.0,.833,3.2,6.3,9.4,0.9,0.4,0.8,1.6,2.7,12.5
399,Denzel Valentine,valende01,SG,23,CHI,16,0,10.8,0.8,2.9,.277,0.6,2.1,.273,0.3,0.9,.286,.372,0.1,0.1,.500,0.1,1.4,1.5,0.4,0.3,0.1,0.3,1.2,2.3
400,Fred VanVleet,vanvlfr01,PG,22,TOR,5,0,2.6,0.6,1.0,.600,0.2,0.4,.500,0.4,0.6,.667,.700,0.0,0.0,,0.0,0.2,0.2,0.4,0.4,0.0,0.2,0.2,1.4
401,Anderson Varejao,varejan01,C,34,GSW,6,0,5.2,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,1.2,1.3,.875,0.8,1.0,1.8,0.8,0.2,0.2,0.5,0.8,1.8
402,Greivis Vasquez,vasqugr01,PG,30,BRK,3,0,13.0,0.7,2.7,.250,0.3,1.0,.333,0.3,1.7,.200,.313,0.7,1.0,.667,0.0,0.7,0.7,1.7,0.3,0.3,0.3,2.0,2.3
403,Rashad Vaughn,vaughra01,SG,20,MIL,11,0,13.0,1.9,4.9,.389,1.1,3.1,.353,0.8,1.8,.450,.500,0.0,0.0,,0.0,1.1,1.1,0.2,0.5,0.4,0.3,0.7,4.9
404,Noah Vonleh,vonleno01,PF,21,POR,18,1,10.5,0.9,2.6,.362,0.3,1.1,.316,0.6,1.6,.393,.426,0.5,0.6,.818,0.4,2.6,3.0,0.2,0.2,0.4,0.8,1.4,2.7
405,Nikola Vucevic,vucevni01,C,26,ORL,23,16,27.6,5.5,12.6,.439,0.3,0.9,.300,5.3,11.7,.450,.450,1.1,1.7,.625,2.6,8.7,11.3,2.5,0.7,0.9,1.3,2.0,12.4
406,Sasha Vujacic,vujacsa01,SG,32,NYK,14,0,7.9,0.7,2.1,.333,0.4,1.3,.278,0.4,0.9,.417,.417,0.2,0.3,.750,0.1,1.5,1.6,0.9,0.3,0.0,0.4,0.8,2.0
407,Dwyane Wade,wadedw01,SG,35,CHI,20,20,31.4,7.2,16.2,.444,1.2,3.3,.354,6.1,13.0,.467,.480,4.3,5.2,.827,1.4,2.9,4.3,3.4,1.6,0.7,2.3,2.2,19.9
408,Dion Waiters,waitedi01,SG,25,MIA,16,16,31.8,5.5,14.3,.384,1.3,3.8,.344,4.2,10.5,.399,.430,1.9,2.9,.652,0.4,3.0,3.4,3.9,0.9,0.6,2.2,2.6,14.2
409,Kemba Walker,walkeke02,PG,26,CHO,22,22,33.5,8.4,18.0,.466,2.7,6.6,.414,5.6,11.4,.496,.542,4.2,5.4,.780,0.4,3.5,4.0,5.0,1.6,0.3,2.1,1.5,23.6
410,John Wall,walljo01,PG,26,WAS,19,19,36.0,8.5,18.7,.455,1.4,3.7,.371,7.2,15.1,.476,.492,5.2,6.3,.824,0.8,3.5,4.3,9.5,2.2,0.6,4.5,2.4,23.6
411,Taurean Waller-Prince,princta02,SF,22,ATL,15,0,11.7,1.4,3.5,.396,0.5,1.6,.292,0.9,1.9,.483,.462,0.7,0.8,.917,0.3,2.1,2.4,0.8,0.3,0.3,0.8,1.3,4.0
412,T.J. Warren,warretj01,SF,23,PHO,13,13,32.4,7.2,15.6,.458,0.6,2.0,.308,6.5,13.6,.480,.478,2.8,3.4,.818,2.0,2.3,4.3,1.0,1.9,0.3,1.0,2.8,17.7
413,C.J. Watson,watsocj01,PG,32,ORL,18,0,11.7,0.6,2.2,.275,0.4,0.9,.438,0.2,1.3,.167,.363,0.7,0.9,.813,0.1,1.1,1.2,1.0,0.6,0.0,0.2,0.7,2.3
414,David West,westda01,PF,36,GSW,23,0,10.7,1.7,3.2,.521,0.0,0.0,.000,1.7,3.1,.528,.521,0.6,0.9,.700,0.7,1.9,2.6,1.6,0.5,0.5,1.1,1.6,3.9
415,Russell Westbrook,westbru01,PG,28,OKC,22,22,35.7,10.3,24.1,.427,1.9,5.6,.333,8.5,18.5,.456,.466,8.5,10.5,.810,2.2,8.6,10.9,11.3,1.3,0.4,5.6,2.4,31.0
416,Isaiah Whitehead,whiteis01,PG,21,BRK,17,11,22.8,2.4,6.5,.369,0.5,1.8,.258,1.9,4.7,.413,.405,0.9,1.2,.800,0.3,2.2,2.5,3.0,0.8,0.6,2.2,2.5,6.2
417,Hassan Whiteside,whiteha01,C,27,MIA,22,22,33.5,7.4,13.5,.549,0.0,0.0,,7.4,13.5,.549,.549,2.8,5.1,.540,4.3,10.4,14.7,0.7,0.7,2.5,2.0,3.3,17.6
418,Andrew Wiggins,wiggian01,SF,21,MIN,22,22,36.5,7.8,17.9,.437,1.5,3.9,.376,6.4,14.0,.453,.477,5.3,6.9,.763,1.2,2.9,4.0,2.4,0.5,0.4,2.6,2.2,22.4
419,C.J. Wilcox,wilcocj01,SG,26,ORL,9,0,5.4,0.2,1.0,.222,0.2,0.9,.250,0.0,0.1,.000,.333,0.2,0.2,1.000,0.1,0.2,0.3,0.6,0.0,0.0,0.3,0.1,0.9
420,Alan Williams,willial03,PF,24,PHO,8,0,10.1,2.0,3.1,.640,0.0,0.0,,2.0,3.1,.640,.640,0.8,1.8,.429,2.1,2.6,4.8,0.1,0.6,0.9,1.0,2.0,4.8
421,Deron Williams,willide01,PG,32,DAL,13,13,29.0,4.4,11.3,.388,1.5,4.8,.306,2.9,6.5,.447,.452,1.7,1.9,.880,0.2,2.2,2.4,6.5,0.3,0.2,2.4,2.4,11.9
422,Derrick Williams,willide02,SF,25,MIA,13,9,15.8,2.3,6.2,.375,0.4,2.3,.167,1.9,3.8,.500,.406,1.0,1.8,.542,0.6,1.9,2.5,0.3,0.3,0.3,0.5,1.2,6.0
423,Lou Williams,willilo02,SG,30,LAL,24,0,24.7,6.0,13.0,.457,2.0,5.0,.397,4.0,8.0,.495,.534,4.8,5.5,.864,0.3,2.1,2.3,3.4,1.3,0.1,2.3,1.0,18.7
424,Marvin Williams,willima02,PF,30,CHO,16,16,27.4,3.5,10.1,.346,1.9,5.6,.344,1.6,4.5,.347,.441,1.1,1.3,.810,1.0,5.0,6.0,1.2,0.4,0.4,0.6,1.6,10.0
425,Troy Williams,willitr02,SF,22,MEM,18,9,17.9,2.2,5.1,.424,0.4,1.8,.219,1.8,3.3,.533,.462,0.7,1.3,.565,0.2,1.6,1.8,0.8,1.2,0.3,1.1,1.7,5.4
426,Kyle Wiltjer,wiltjky01,PF,24,HOU,4,0,2.5,0.3,1.0,.250,0.3,1.0,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.5,0.5,0.8
427,Justise Winslow,winslju01,SF,20,MIA,9,9,35.9,4.7,13.9,.336,0.7,3.0,.222,4.0,10.9,.367,.360,1.6,2.1,.737,1.2,3.4,4.7,4.0,1.6,0.3,1.6,3.2,11.6
428,Jeff Withey,witheje01,C,26,UTA,20,0,9.3,1.1,1.8,.583,0.0,0.1,.000,1.1,1.8,.600,.583,0.7,1.0,.737,0.9,1.5,2.3,0.1,0.4,0.8,0.4,1.3,2.8
429,Christian Wood,woodch01,PF,21,CHO,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Metta World Peace,artesro01,SF,37,LAL,10,1,6.5,0.5,2.0,.250,0.2,1.1,.182,0.3,0.9,.333,.300,0.4,0.6,.667,0.3,0.4,0.7,0.4,0.3,0.2,0.1,1.0,1.6
431,James Young,youngja01,SG,21,BOS,11,0,5.8,0.5,1.3,.429,0.2,0.6,.286,0.4,0.6,.571,.500,0.0,0.0,,0.2,0.8,1.0,0.3,0.3,0.0,0.1,0.2,1.3
432,Joe Young,youngjo01,PG,24,IND,15,0,6.3,1.3,3.3,.380,0.2,0.9,.214,1.1,2.4,.444,.410,0.5,0.7,.727,0.1,0.8,0.9,0.7,0.3,0.0,0.1,0.3,3.3
433,Nick Young,youngni01,SG,31,LAL,18,18,25.0,4.5,9.9,.455,2.6,6.2,.414,1.9,3.7,.522,.584,1.8,1.9,.941,0.4,2.0,2.4,1.1,0.3,0.4,0.7,2.7,13.3
434,Thaddeus Young,youngth01,PF,28,IND,22,22,29.8,5.0,9.5,.534,0.8,2.0,.409,4.2,7.5,.567,.577,0.8,1.4,.548,1.7,4.4,6.1,1.5,1.1,0.5,1.4,1.6,11.7
435,Cody Zeller,zelleco01,PF,24,CHO,19,17,25.1,3.9,6.8,.581,0.0,0.0,,3.9,6.8,.581,.581,2.6,4.1,.636,1.7,4.1,5.8,1.2,0.5,1.2,0.8,3.3,10.5
436,Tyler Zeller,zellety01,C,27,BOS,21,5,13.5,2.0,4.2,.489,0.0,0.0,,2.0,4.2,.489,.489,0.6,1.0,.591,1.3,2.2,3.5,1.0,0.2,0.7,0.5,1.6,4.7
437,Stephen Zimmerman,zimmest01,C,20,ORL,2,0,5.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.5,.000,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0
438,Paul Zipser,zipsepa01,SF,22,CHI,6,0,5.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.2,1.0,1.2,0.5,0.2,0.0,0.2,0.5,0.0
439,Ivica Zubac,zubaciv01,C,19,LAL,4,1,8.0,0.8,2.0,.375,0.0,0.0,,0.8,2.0,.375,.375,0.8,1.0,.750,0.5,1.0,1.5,0.0,0.3,0.0,0.3,1.5,2.3
